,tid,dataset,qvid,vid1,vid2,rel1,rel2,s1,s2,s3,s4
194,194,moma-lrg,ckvIqcBZoBc,i2a9wijk6Yo,uBpTgp5cq3U,0.8531383971373241,0.8585441938704914,0,0,0,0
195,195,moma-lrg,C5N6ir4M97w,0s1al8931l0,_w7d5beBE8c,0.6087171100080013,0.2746167758272754,0,0,0,0
196,196,moma-lrg,A8ur249BSE0,UIL9ZCUeqT0,U839TygN3rU,0.45644507606824236,0.8977380368720601,0,0,0,0
197,197,moma-lrg,wfXcEApIRBk,UHFIU5rTAEM,D4SOdP0m8zw,0.7447469413280488,0.7427912047415068,0,0,0,0
198,198,moma-lrg,Dmy6eSvGSZ0,AZTzgqcqFzU,Mc14T_Le12c,0.692720922951897,0.40628560384114587,0,0,0,0
199,199,moma-lrg,WiLkrw6-5js,D4SOdP0m8zw,WibnP1pWqBs,0.7197493995455178,0.8195953285321593,0,0,0,0
200,200,moma-lrg,TTRV7rTZFv8,uay7CrbLUew,W8F97byUUvE,0.7573917098343372,0.5314958766102791,0,0,0,0
201,201,moma-lrg,zbZk1V5rUR8,Sy91oNEIVSo,U0Zhz636f50,0.5749861889829238,0.5879524594379796,0,0,0,0
202,202,moma-lrg,GVRIYx3TfPs,gP36Of_IOYM,tramh0n4o9U,0.24524492025375366,0.9768945177396138,0,0,0,0
203,203,moma-lrg,DiBeIb1URlA,C5N6ir4M97w,uBpTgp5cq3U,0.8369654727478822,0.6530208874079917,0,0,0,0
204,204,moma-lrg,tramh0n4o9U,jydBvk7R5wU,AZTzgqcqFzU,0.4610036537051201,0.9384201386322577,0,0,0,0
205,205,moma-lrg,5XZ1QcB4sgw,G7EmmT0GufQ,WibnP1pWqBs,0.7601695253203313,0.8284930884838104,0,0,0,0
206,206,moma-lrg,1W2QQE_WSBg,AZTzgqcqFzU,FT9_m7Tv1-c,0.9424343930764332,0.6869737863540649,0,0,0,0
207,207,moma-lrg,Mc14T_Le12c,U839TygN3rU,n1XHlUfUzeA,0.783958695139046,0.7840579419086378,0,0,0,0
208,208,moma-lrg,gP36Of_IOYM,n1XHlUfUzeA,U839TygN3rU,0.27900380866291624,0.2839305757510441,0,0,0,0
209,209,moma-lrg,dQHmh212wns,KhJVuxnJWuQ,Mc14T_Le12c,0.7431931593351894,0.42861533910036087,0,0,0,0
210,210,moma-lrg,U0Zhz636f50,jydBvk7R5wU,Dmy6eSvGSZ0,0.4705510467290878,0.7114274104436238,0,0,0,0
211,211,moma-lrg,NQxQk-cKEK0,xsbfp3dSQR0,_w7d5beBE8c,0.8043585568666458,0.27461676030523247,0,0,0,0
212,212,moma-lrg,G7EmmT0GufQ,Ns0sWp5tYWo,U839TygN3rU,0.7069546586523454,0.7211353906809732,0,0,0,0
213,213,moma-lrg,Sy91oNEIVSo,mFBqox1msQE,xsbfp3dSQR0,0.6165570405622324,0.7656871266663073,0,0,0,0
214,214,moma-lrg,uay7CrbLUew,Mtlr9C7dI7s,WibnP1pWqBs,0.5477096064326664,0.9653416927903891,0,0,0,0
215,215,moma-lrg,VdqWDENVu04,Mtlr9C7dI7s,FT9_m7Tv1-c,0.45104317661995696,0.5583910807967185,0,0,0,0
216,216,moma-lrg,PML7wJkXFq8,nlbLIpni9kc,d6YlBnhAlqA,0.8236923542889683,0.8384631407080274,0,0,0,0
217,217,moma-lrg,xWNYO5TQTNY,QjVT8oCSs3w,Z2fve5HdRwg,1.0,0.7784450352191925,0,0,0,0
218,218,moma-lrg,2vWIBXsTVYQ,QC8ObYHIDJk,Pzggh3QdMlI,0.8670191884040832,0.8498344719409943,0,0,0,0
219,219,moma-lrg,iQvmkfB1hcc,ifYuUbjsvNU,Kh4rpc8SlnM,0.9722757405704923,0.8861105094353359,0,0,0,0
220,220,moma-lrg,ffskX7K-q70,u7x9rMWAb3U,YlvE2UZ7ohM,0.960362156232198,0.9519844601551692,0,0,0,0
221,221,moma-lrg,HVdzn3oulFo,maiaAqNFm6k,0qisRbbnx5o,1.0000001192092896,0.9446113228797912,0,0,0,0
222,222,moma-lrg,Pzggh3QdMlI,PML7wJkXFq8,7a9Cir7wPZ0,0.9159919520219167,0.919069124592675,0,0,0,0
223,223,moma-lrg,hOF56CIWpGw,-O7UL4yJs0o,u7x9rMWAb3U,0.7755658999085426,0.883798321088155,0,0,0,0
224,224,moma-lrg,maiaAqNFm6k,kkn1m_fRbTA,ffskX7K-q70,0.8828986104991701,0.8707496722539266,0,0,0,0
225,225,moma-lrg,M8Gz60yb_iw,SeqmIk8aIiI,qrZy3LQXcRY,0.9384569426377615,0.9476536106732156,0,0,0,0
226,226,moma-lrg,5WSxT_4ny78,HMeCZY4QTtU,KR1d29KjAmU,0.9769214267532029,0.971532142272702,0,0,0,0
227,227,moma-lrg,-bx4h0MIKN8,A5mMXjaJzvo,0qisRbbnx5o,0.9790067320520228,0.9686131298542022,0,0,0,0
228,228,moma-lrg,u7x9rMWAb3U,HzOXjqmzGuY,CQEAOMLpcHU,0.9535770664612453,0.9194611229679801,0,0,0,0
229,229,moma-lrg,mjo6f-3c3jM,M8Gz60yb_iw,mKB7cZAR5I4,0.9630344187219938,0.9621941411133967,0,0,0,0
230,230,moma-lrg,Bea0k-9z7h4,-Ygnt10Qh80,maiaAqNFm6k,0.963074180814955,0.9290559126271143,0,0,0,0
231,231,moma-lrg,kkn1m_fRbTA,HVdzn3oulFo,7a9Cir7wPZ0,0.8828985856639013,0.9382873541778989,0,0,0,0
232,232,moma-lrg,7a9Cir7wPZ0,t-qfHvcR4FA,CQEAOMLpcHU,0.940918755531311,0.869271800223023,0,0,0,0
233,233,moma-lrg,E8QmOeYlAj4,jGHEjXm-08o,KR1d29KjAmU,0.9210869123538334,0.9454411334461637,0,0,0,0
234,234,moma-lrg,-Ygnt10Qh80,hN6tT_Ctwcw,Imm_5QkMx6I,0.9773263497310772,0.9747662213113573,0,0,0,0
235,235,moma-lrg,SeqmIk8aIiI,ffskX7K-q70,maiaAqNFm6k,0.9415242092476952,0.9569199581940968,0,0,0,0
236,236,moma-lrg,evJlJco97pk,GHkosPeBZaM,ouJ1ET2xYyk,0.9889222492774328,0.9704593777656556,0,0,0,0
237,237,moma-lrg,LEug_xUPupU,jGHEjXm-08o,A79zLE6wsqY,0.8644094603757063,0.8675576419466071,0,0,0,0
238,238,moma-lrg,or65Nd5q9ew,_xDGpp25TOA,QC8ObYHIDJk,0.9125790003509748,0.8941022410988808,0,0,0,0
239,239,moma-lrg,HMeCZY4QTtU,-O7UL4yJs0o,LEug_xUPupU,0.9792293012142181,0.8661571281651657,0,0,0,0
240,240,moma-lrg,2RoIYEQuAm0,evJlJco97pk,kkn1m_fRbTA,0.8799113970663812,0.8603326852122943,0,0,0,0
241,241,moma-lrg,ADSOkXOYGXw,g65TluQsEhM,VOvDKNSd0sY,0.9999998807907104,0.730665385723114,0,0,0,0
242,242,moma-lrg,hPsNtPtOSxI,z8lYjL2C62I,kzOFaUac1dQ,0.8816559694030068,0.9432285007308512,0,0,0,0
243,243,moma-lrg,oWuTAp41iz0,YyxikGmBxso,eFK3oOWIdxc,0.9719443147381146,0.8361547882358233,0,0,0,0
244,244,moma-lrg,VOvDKNSd0sY,UMLFkv5G_ms,MGZh2QYVT4A,0.9631268169198717,0.9311700582504272,0,0,0,0
245,245,moma-lrg,g65TluQsEhM,tzNpnQBJVv4,OS0XWoTkjCA,0.9389009575049083,0.9999999701976776,0,0,0,0
246,246,moma-lrg,gRKQxGCo4hg,uq3pg0JcJSI,YyxikGmBxso,0.7306654453277588,0.9008698678678937,0,0,0,0
247,247,moma-lrg,aNCuZJe1zQk,YyxikGmBxso,rWaXoOm3PS4,0.9513701192206805,0.9748835046849553,0,0,0,0
248,248,moma-lrg,rJoTVt07csA,JQV4R8EwLPU,gRKQxGCo4hg,0.924116087338281,0.895258688264423,0,0,0,0
249,249,moma-lrg,OS0XWoTkjCA,nSmhPrplUB0,UnNUEvs2Ev0,0.9610961983601252,0.8967551449934641,0,0,0,0
250,250,moma-lrg,UnNUEvs2Ev0,w-11pcdORRA,LMIoX6OkXT0,0.9676798462867737,0.9730665445327759,0,0,0,0
251,251,moma-lrg,L_iw7EmoluY,aiWDOfVV3XM,rJoTVt07csA,0.9625925024350483,0.8952587693929672,0,0,0,0
252,252,moma-lrg,aiWDOfVV3XM,tzNpnQBJVv4,_3QZ-fq8JZM,0.9887778775559533,1.0,0,0,0,0
253,253,moma-lrg,JQV4R8EwLPU,kzOFaUac1dQ,_3QZ-fq8JZM,0.9722745621404729,0.9850370747938988,0,0,0,0
254,254,moma-lrg,LMIoX6OkXT0,cjiqdueQZHc,HpmtecgPGBo,0.9214440882205963,0.952617069085439,0,0,0,0
255,255,moma-lrg,R5TvjS4yMYA,eFK3oOWIdxc,L_iw7EmoluY,0.9932666942477226,1.0000001192092896,0,0,0,0
256,256,moma-lrg,uq3pg0JcJSI,5-iQJ1w4BGg,5Gei3k15lIA,0.9057328969240188,0.9424858503043652,0,0,0,0
257,257,moma-lrg,T6svfDBWg-c,jRanQa3LVyU,aiWDOfVV3XM,0.9925185806221433,0.9912716382079654,0,0,0,0
258,258,moma-lrg,jRanQa3LVyU,N7mxN3Xtqb0,eFK3oOWIdxc,0.9791142424499547,0.9800493348527838,0,0,0,0
259,259,moma-lrg,eFK3oOWIdxc,f7h5nNYyH8M,R5TvjS4yMYA,0.9816362803632563,0.9932666912674903,0,0,0,0
260,260,moma-lrg,5-iQJ1w4BGg,sysdEGMK8fs,kzOFaUac1dQ,0.9759711328674765,0.9875894862062791,0,0,0,0
261,261,moma-lrg,xRwOqfav1IM,L_iw7EmoluY,ADSOkXOYGXw,0.8922661542892456,0.8922661185264588,0,0,0,0
262,262,moma-lrg,f7h5nNYyH8M,nSmhPrplUB0,TMxBGcTyZQI,0.9970073938369751,0.9920783954508164,0,0,0,0
263,263,moma-lrg,z8lYjL2C62I,oWuTAp41iz0,aiWDOfVV3XM,0.9816362776539542,0.9765352427658409,0,0,0,0
264,264,moma-lrg,YyxikGmBxso,tzNpnQBJVv4,R5TvjS4yMYA,0.9962592905870191,0.900870018121269,0,0,0,0
265,265,moma-lrg,_3QZ-fq8JZM,mwYiCSLhhkc,UnNUEvs2Ev0,0.990648176383089,0.9797999083995819,0,0,0,0
266,266,moma-lrg,SijEhrPSpqU,ou8-6iQifDg,YuByajKtY30,0.8520730056223413,0.8793173056000319,0,0,0,0
267,267,moma-lrg,kgYVImOwYiI,T2Ysl1-1Qhs,iedmuHmbjCY,0.9540664967563417,0.8185782995488908,0,0,0,0
268,268,moma-lrg,gkNQbsLXRTw,QTrHES9Flwo,NcZemue8hm4,0.7851077462687637,0.7468210519714789,0,0,0,0
269,269,moma-lrg,xEeNhrbrm28,B-bPhES8cT4,4Ftucr66kRo,0.9258516257007917,0.7747328074442015,0,0,0,0
270,270,moma-lrg,iedmuHmbjCY,epYAYuuCFFg,tJRSnxJfkLc,0.9743545022275713,0.8106785694758096,0,0,0,0
271,271,moma-lrg,zvhNpfYWbfw,DqBqBL3d5Zw,A3r-DFp7XA4,0.8695346469680467,0.8740286320447922,0,0,0,0
272,272,moma-lrg,vGIs0GU1V6M,OZfSVPsMiZk,DqBqBL3d5Zw,0.8067839754124482,0.6052767544984817,0,0,0,0
273,273,moma-lrg,OZfSVPsMiZk,x517wLvxi0M,aM8T6RjRL3s,0.73490128658858,0.6817204903524656,0,0,0,0
274,274,moma-lrg,et4L4UB8W9U,Ef9Y8JUBMgw,SijEhrPSpqU,0.7878253809693787,0.8668916982909044,0,0,0,0
275,275,moma-lrg,81-GK4ZTyMI,ou8-6iQifDg,kV0uOaURTyI,0.823716679913184,0.9473304718236129,0,0,0,0
276,276,moma-lrg,GSIhql7UGIE,0iGye_oXG40,XediDCZ-HGo,0.8756366380386882,0.9942552984663935,0,0,0,0
277,277,moma-lrg,DjLdM-Q0DIg,vQheSaB7guI,2LEjhvD2Lzo,0.8634753437957379,0.7375900237096681,0,0,0,0
278,278,moma-lrg,CzHehKSC4cA,7zx9Og8qMnw,vGIs0GU1V6M,0.690589855114619,0.8165925658411449,0,0,0,0
279,279,moma-lrg,jLastv3derQ,e7lA1ByHLBU,yysNXF6B5ZM,0.8222427335050371,0.9589161604642868,0,0,0,0
280,280,moma-lrg,UA2ZJoRr2-0,keT8XAGJFtQ,qgH4jCDuidk,0.9121883646363304,0.7979776347741421,0,0,0,0
281,281,moma-lrg,srDz5klJ6F0,FAmE16ej9IU,q9Lot8rZir8,0.7125749044002048,0.6589577652159191,0,0,0,0
282,282,moma-lrg,1qubi0EXVs8,BRhFDnkocw8,yKiJxW1LbvY,0.6808258326667729,0.971759108299002,0,0,0,0
283,283,moma-lrg,Emmd0zb-_QI,pA6FaBIa3iM,ZhlmAXw_Y7s,0.7461459176106886,0.9576073415351636,0,0,0,0
284,284,moma-lrg,jHm7vW8DlX8,44HER0icGEU,keT8XAGJFtQ,0.7650334327703431,0.7166406306482497,0,0,0,0
285,285,moma-lrg,fGsQPsM1tog,QBZ4ZMVtXIA,tNQRpB2SzDk,0.9417997480680546,0.8215441976984341,0,0,0,0
286,286,moma-lrg,keT8XAGJFtQ,tNQRpB2SzDk,UA2ZJoRr2-0,0.6020903587341309,0.9121883646363304,0,0,0,0
287,287,moma-lrg,epYAYuuCFFg,jLastv3derQ,BMKI9c9qqQo,0.5891600549221039,0.576848139365514,0,0,0,0
288,288,moma-lrg,YKzH3vKBJFs,7m1ac6FzCJQ,ou8-6iQifDg,0.7507445916533471,0.8560894441510004,0,0,0,0
289,289,moma-lrg,o4cTk254bMw,CzHehKSC4cA,ugiB3pwpzhQ,0.7333798714809947,0.7421726353466511,0,0,0,0
290,290,moma-lrg,rXmViaPoErk,g3PRJgSfFuk,Emmd0zb-_QI,0.840958295803931,1.0,0,0,0,0
291,291,moma-lrg,k2YNQRov7b0,xDDxlQ2P7Rc,-jxVhD4RSNc,0.7812102119127908,0.5677623947461446,0,0,0,0
292,292,moma-lrg,V0qvpfLHlYQ,FeOzFGuxEc0,s2VRaAhoS-Q,0.882316076507171,0.731996691889233,0,0,0,0
293,293,moma-lrg,dhBkWdeLHFQ,c5CV05nnXWs,V0qvpfLHlYQ,0.4874915719032288,0.8024427642424902,0,0,0,0
294,294,moma-lrg,_b48oyXPuzk,FeOzFGuxEc0,gL6gxd2oKjg,0.7461961625764768,0.7567545354366303,0,0,0,0
295,295,moma-lrg,_sZKDRlHQUE,qH-J72HiRSo,EosbAJAAI2c,0.7245603084564209,0.8272802997858096,0,0,0,0
296,296,moma-lrg,WefZiurJ6vc,5_v7QrIW0zY,llXqp4rYqUI,0.4524806499481201,0.8952474534511566,0,0,0,0
297,297,moma-lrg,-jxVhD4RSNc,k2YNQRov7b0,e5GTT8g-N9U,0.5677623947461446,0.8263933973179922,0,0,0,0
298,298,moma-lrg,BTpTVUtUXD0,z9Y6-FcVrew,3Gl7nhIcj94,0.7759285767873129,0.801887620654371,0,0,0,0
299,299,moma-lrg,xmVODjBYWu8,pcuUK_ZavW0,_uiAg-cHJvI,0.6198077201843262,0.6193808068831761,0,0,0,0
300,300,moma-lrg,22quDqdzVMw,kGUlHW0lX4E,2zojswd4HkI,0.8952474534511566,0.7536485493183136,0,0,0,0
301,301,moma-lrg,rHXkH5Tw2pc,EjNKKu-Q5JI,m1RNLXYoxqw,0.7395901009440422,0.8952474534511566,0,0,0,0
302,302,moma-lrg,pnVAE91E7kM,ifAZ3iwtjik,6UyqyVSy5yU,0.8174338059292898,0.9422946472962698,0,0,0,0
303,303,moma-lrg,6qY0HL0ql6k,AlHCMNopm4M,b2eB_P38Pk4,0.6763049587607384,0.827206032971541,0,0,0,0
304,304,moma-lrg,Iv1JP4nwdpQ,_b48oyXPuzk,z_gNEXsFWdo,0.7836064149936041,0.8756296212474506,0,0,0,0
305,305,moma-lrg,z9Y6-FcVrew,vDyDnRgu89U,s2VRaAhoS-Q,0.7483147150940366,0.7566933797465429,0,0,0,0
306,306,moma-lrg,FGfelSYpURQ,b2eB_P38Pk4,efy4I6w9Ecg,0.7970138266682625,0.8655571222305298,0,0,0,0
307,307,moma-lrg,pJ1eHu1ziNU,xDDxlQ2P7Rc,qH-J72HiRSo,0.734736730158329,0.9999999761581421,0,0,0,0
308,308,moma-lrg,op2PLi2yN9E,_sZKDRlHQUE,k2YNQRov7b0,0.7416142523288727,0.6787182254095873,0,0,0,0
309,309,moma-lrg,ehONYllOtSQ,pJ1eHu1ziNU,xmVODjBYWu8,0.8557366033395132,0.6258679280678432,0,0,0,0
310,310,moma-lrg,g1sSwRVfRyg,ifAZ3iwtjik,BTpTVUtUXD0,0.8139062598347664,0.8723262846469879,0,0,0,0
311,311,moma-lrg,wyHCs0zPi7g,EosbAJAAI2c,s2VRaAhoS-Q,0.7589458632163513,0.8365014865994453,0,0,0,0
312,312,moma-lrg,n8uXQtgmvLE,P7z3ylDKFeY,gOD-EpCPwrk,0.7874678493373923,0.7508362159132957,0,0,0,0
313,313,moma-lrg,gOD-EpCPwrk,kGUlHW0lX4E,f_uKlu4dtGw,0.7933084890246391,0.7196778804063797,0,0,0,0
314,314,moma-lrg,b2eB_P38Pk4,a7-i2zpT2_Q,WefZiurJ6vc,0.7457104374965031,0.7687648733456929,0,0,0,0
315,315,moma-lrg,acpFBY1TZbI,llXqp4rYqUI,5_v7QrIW0zY,0.6736637279391289,0.698597502708435,0,0,0,0
316,316,moma-lrg,Va6sIpGKQWw,6ydbP1_C8rk,qLQ_C92odGg,0.8915138923459583,0.9245381116867065,0,0,0,0
317,317,moma-lrg,e0wDPZ0D9Wk,8efn1qHKVUY,4WcEV6trnnc,1.0000000596046448,0.7903966357310612,0,0,0,0
318,318,moma-lrg,tA96CA6fJv8,lKiCUTxDYgs,bkg4FX5rinc,0.8517605563004812,0.9178165555000305,0,0,0,0
319,319,moma-lrg,VYjlQOu0q3Y,ptJ_Lgy0AKg,2RDCs79BBRU,0.9371150632699331,0.8177247842152913,0,0,0,0
320,320,moma-lrg,WlKVTC9kZ6o,UM1wMCspFRI,VYjlQOu0q3Y,0.8380620827277501,0.8871475656827291,0,0,0,0
321,321,moma-lrg,nkUpWbHvIfE,bkg4FX5rinc,7Bu1Qn3LE5w,1.0,0.8167746894889408,0,0,0,0
322,322,moma-lrg,R5jd4SDEcsA,Lsfmev_l8mI,DOpscCKVKZQ,0.9560656423370043,0.800142635901769,0,0,0,0
323,323,moma-lrg,ptJ_Lgy0AKg,wUz-t2-WmVE,Mve-cVBRjOc,1.0000000476837159,0.835633111000061,0,0,0,0
324,324,moma-lrg,PfCsqTtKIGU,7Bu1Qn3LE5w,bkg4FX5rinc,0.8167746894889408,1.0,0,0,0,0
325,325,moma-lrg,ym_hv20H2rE,RZRNYGO0OI8,1O5CBVIsctA,0.8356331348419189,0.8167746894889408,0,0,0,0
326,326,moma-lrg,NcyGWMP7z3c,6ydbP1_C8rk,Lsfmev_l8mI,0.8969707919491661,0.9246231764554977,0,0,0,0
327,327,moma-lrg,NG7E1OKqpIk,hLXJ63bhuDE,nkUpWbHvIfE,0.8494877265322776,0.8458116948604584,0,0,0,0
328,328,moma-lrg,1t5_42hIH9Y,V_S_VuS3194,WlKVTC9kZ6o,0.9178165555000305,0.7725899318854014,0,0,0,0
329,329,moma-lrg,DOpscCKVKZQ,Ee2jEjJGqXQ,EvkfSEyOiXs,1.0,0.8520038823286692,0,0,0,0
330,330,moma-lrg,BEvTXq1Ms9Y,UFm3OblNXOY,rVYz4Xb1y5o,0.7601712226867676,0.8024664769570032,0,0,0,0
331,331,moma-lrg,8efn1qHKVUY,qLQ_C92odGg,7l1PM8q9dSI,0.835633111000061,0.7601712226867676,0,0,0,0
332,332,moma-lrg,Lsfmev_l8mI,VGm7Dfp0EXo,y7te8OiNk4I,0.9095478713512422,0.8964951425790787,0,0,0,0
333,333,moma-lrg,UM1wMCspFRI,PfCsqTtKIGU,VNcd2lPU87E,0.705841322739919,0.7917148189412222,0,0,0,0
334,334,moma-lrg,H15NV9Gqqzo,qLQ_C92odGg,FvwtY2_VYok,0.7980034589767455,0.9117777893940607,0,0,0,0
335,335,moma-lrg,5ji4HUTp9eA,BEvTXq1Ms9Y,hLXJ63bhuDE,0.9560656373699506,0.8358005349125182,0,0,0,0
336,336,moma-lrg,lKiCUTxDYgs,1t5_42hIH9Y,qLQ_C92odGg,0.7315526107947032,0.7980034589767455,0,0,0,0
337,337,moma-lrg,PAMMlaYVIZo,5ji4HUTp9eA,Va6sIpGKQWw,1.0,0.8343944450219472,0,0,0,0
338,338,moma-lrg,1H7LnK0CpOY,ptJ_Lgy0AKg,lKiCUTxDYgs,0.9429281569189496,0.875027949611346,0,0,0,0
339,339,moma-lrg,1O5CBVIsctA,FvwtY2_VYok,tA96CA6fJv8,0.9781048347552618,0.8767158339420954,0,0,0,0
340,340,moma-lrg,6ydbP1_C8rk,e0wDPZ0D9Wk,74ttY4-QlIE,0.9284132868051529,0.8698166688283284,0,0,0,0
341,341,moma-lrg,vJ5QeqWkR1g,TmRjJfd_dTA,6uPHLRGao5E,1.0,0.999999980131785,0,0,0,0
342,342,moma-lrg,_TtPJJYKSK4,Jpsq_9MCi6I,TmRjJfd_dTA,0.6827336773276329,0.846234393119812,0,0,0,0
343,343,moma-lrg,fbDKHGg9upQ,T7rDQbRpxPI,AYVZped_Qh4,0.7087022066116333,0.3767191171646118,0,0,0,0
344,344,moma-lrg,TkY8wE1IbQQ,3KHgy7zQ4MA,_HbecwTgugc,0.9281864047050477,0.9981876214345297,0,0,0,0
345,345,moma-lrg,l7jBtl6ahVE,_HbecwTgugc,_Bj0FbjFFJY,0.9981876214345297,1.0,0,0,0,0
346,346,moma-lrg,0ZP1_xZbs-Y,GSbjwzyuUoo,TEfNudHbZBw,0.4247714467346668,0.5687496345490217,0,0,0,0
347,347,moma-lrg,T9hiKTd8W6w,TEfNudHbZBw,rdsCbquuoXE,0.5687496345490217,1.0,0,0,0,0
348,348,moma-lrg,CX268tV0A60,l7jBtl6ahVE,T7rDQbRpxPI,1.0,0.9913005828857422,0,0,0,0
349,349,moma-lrg,AYVZped_Qh4,AXaJRrQT8RU,WMQQUsNvqPE,0.2669683456420898,0.3767191171646118,0,0,0,0
350,350,moma-lrg,7KK4HKM-BDc,3KHgy7zQ4MA,ZmNE90DW57k,0.8834809541702271,0.6844290494918823,0,0,0,0
351,351,moma-lrg,6uPHLRGao5E,WMQQUsNvqPE,l7jBtl6ahVE,0.5759089708328247,0.7509734729925791,0,0,0,0
352,352,moma-lrg,_HbecwTgugc,OBVqxwggZ3U,MQ6ggOdQz2k,0.9978251457214355,0.2626366391777992,0,0,0,0
353,353,moma-lrg,Jpsq_9MCi6I,g__BYaS9viw,1eIEbz3Fmiw,0.6657799432675043,0.6998415779736307,0,0,0,0
354,354,moma-lrg,1Ma6UJ5ecKQ,TEfNudHbZBw,_HbecwTgugc,0.5514575764536858,0.8505159070094426,0,0,0,0
355,355,moma-lrg,GSbjwzyuUoo,XMUw7seOps0,WMQQUsNvqPE,0.9430056847631931,0.5637034177780151,0,0,0,0
356,356,moma-lrg,P90aXjVHeho,1Ma6UJ5ecKQ,1eIEbz3Fmiw,0.3666105717420578,0.3649258336259259,0,0,0,0
357,357,moma-lrg,9ekLF1FGz2k,TFbkAp1hfjE,OBVqxwggZ3U,0.36458890736103056,0.8247660160064697,0,0,0,0
358,358,moma-lrg,dmfO0qHcSo4,1Ma6UJ5ecKQ,VfcTZOxjFsM,0.9757251789172491,0.875343918800354,0,0,0,0
359,359,moma-lrg,NYmgotQZE54,gl-8gfxOoNI,ZmNE90DW57k,0.702229376633962,0.985500971476237,0,0,0,0
360,360,moma-lrg,MQ6ggOdQz2k,1eIEbz3Fmiw,WMQQUsNvqPE,0.3649258336259259,0.3767191171646118,0,0,0,0
361,361,moma-lrg,DCj6nKQOn7o,1Ma6UJ5ecKQ,M6rqUFtFpj4,0.9410985443327162,0.7836692651112874,0,0,0,0
362,362,moma-lrg,k8Xj-Xtss6E,TEfNudHbZBw,NYmgotQZE54,0.9689757240315278,0.2693214110202259,0,0,0,0
363,363,moma-lrg,TEfNudHbZBw,l7jBtl6ahVE,rdsCbquuoXE,0.56874963392814,0.5383432865142822,0,0,0,0
364,364,moma-lrg,XMUw7seOps0,T7rDQbRpxPI,3KHgy7zQ4MA,0.5346358492970467,0.5558419652283191,0,0,0,0
365,365,moma-lrg,1HWdMttzGPE,T9hiKTd8W6w,7KK4HKM-BDc,0.9206675718228021,0.9186797042687734,0,0,0,0
366,366,moma-lrg,zlLu6FipgUs,gVgjVNVydt0,pbPmCOFljbc,0.8351951415340106,0.9108506463881996,0,0,0,0
367,367,moma-lrg,UMYEoSW7hFA,1AN_AKhBz4c,levyvp6QI1U,0.8867845167716344,0.9227242078099931,0,0,0,0
368,368,moma-lrg,WcB1grpPYH4,pbPmCOFljbc,56FtTNo_9wg,0.9458312379817168,0.8939268925675639,0,0,0,0
369,369,moma-lrg,OZ68-sV7QZk,UMYEoSW7hFA,RtNf3xC8bbU,0.8895646135012308,0.888581294001955,0,0,0,0
370,370,moma-lrg,nia5haHgp_g,5-N_cMG-5Rs,levyvp6QI1U,0.9666908087185873,0.9488563490765434,0,0,0,0
371,371,moma-lrg,oPmuOUIgPZs,sKKSZ-hQKz0,1AN_AKhBz4c,0.8246247657678194,0.9431674127777416,0,0,0,0
372,372,moma-lrg,brug5TAEXRM,R9parsaZSH8,gwuLrJGfWao,0.7654971947272619,0.773970645770692,0,0,0,0
373,373,moma-lrg,mDAxCWOhJTc,wcjOEXdpBBs,S9TDlYq95zk,0.9447552890349658,1.0000001907348632,0,0,0,0
374,374,moma-lrg,-zGKPTMlR64,ynxyv3YKeg4,56FtTNo_9wg,0.976266850337938,0.9572638592648286,0,0,0,0
375,375,moma-lrg,0VCwCltrKYw,pbPmCOFljbc,qgfG2DUEe7o,0.9518442199461989,0.9477892230556468,0,0,0,0
376,376,moma-lrg,56FtTNo_9wg,plfCtMAKScE,gKp7hpNr2e0,0.9864230295298277,0.9747863284967564,0,0,0,0
377,377,moma-lrg,TVG7A0ID9vY,1AN_AKhBz4c,oPmuOUIgPZs,0.9656284167810723,0.9536039901000481,0,0,0,0
378,378,moma-lrg,R9parsaZSH8,pbPmCOFljbc,WwBCJgVlaUA,0.9835796090049875,0.9466651808884408,0,0,0,0
379,379,moma-lrg,6njiBX0LklM,-pmf8SgQfaA,V6zryl9EKqQ,0.972279523401743,0.9867483051384196,0,0,0,0
380,380,moma-lrg,JdEbopjoLnI,RtNf3xC8bbU,6njiBX0LklM,0.9355567729834354,0.8872597553964818,0,0,0,0
381,381,moma-lrg,RtNf3xC8bbU,vDM-12aVYOY,diYypxe7JNA,0.9776303147426759,0.9500153642977835,0,0,0,0
382,382,moma-lrg,77Q1UXwSt9Q,5-N_cMG-5Rs,56FtTNo_9wg,0.9791696345272625,0.9643758054546736,0,0,0,0
383,383,moma-lrg,gVgjVNVydt0,0VCwCltrKYw,PpVTV4iDRNU,0.9118348961627041,0.9255263408714974,0,0,0,0
384,384,moma-lrg,utqnJXVRRwE,wcjOEXdpBBs,4100hDvKoQ0,0.8893797835096335,0.9752114145589351,0,0,0,0
385,385,moma-lrg,4XsII-V5muw,gIPCZ7ymde0,vDM-12aVYOY,0.9865840872447207,0.9783001001319316,0,0,0,0
386,386,moma-lrg,gyv8ilqYSKI,-zGKPTMlR64,pbPmCOFljbc,0.9476937685066309,0.9695640215729802,0,0,0,0
387,387,moma-lrg,0HxGaLh6YM4,mDAxCWOhJTc,xqARiOHHlE8,0.769203850201198,0.9890442980509816,0,0,0,0
388,388,moma-lrg,vDM-12aVYOY,5AqofcC8zXo,sKKSZ-hQKz0,0.977085258683773,0.9872497177786297,0,0,0,0
